23,57
19,105
20,95
28,13
12,19
13,28
25,44
21,95
26,32
17,72
24,50
22,73
27,19
18,92
11,10
14,42
29,14
15,52
16,60
34,3
30,6
33,3
32,4
31,2
9,1
10,6
35,1
6,1
7,1
20,88
24,42
18,84
22,84
25,42
19,90
21,89
27,28
15,63
26,40
17,67
23,54
14,37
13,40
28,25
16,58
29,12
30,6
33,1
12,23
32,4
11,10
10,6
31,4
8,3
17,73
31,6
20,99
28,21
24,48
23,64
27,23
22,80
21,94
26,36
18,92
14,31
19,94
30,8
15,46
13,26
16,56
25,48
10,6
12,21
29,7
34,1
11,14
33,1
37,1
32,3
9,1
24,42
18,91
15,48
28,13
23,68
27,28
26,39
22,75
16,77
21,91
11,9
20,83
29,13
25,44
17,70
19,100
13,24
12,16
31,3
14,36
30,6
32,4
34,1
10,7
9,5
35,2
36,1
8,3
7,1
24,53
22,77
23,62
25,42
20,112
27,23
14,47
33,2
18,89
19,88
15,42
26,36
17,76
10,7
16,63
31,6
21,77
28,11
30,9
13,28
35,2
12,18
32,4
29,11
11,11
8,3
6,1
21,84
30,12
26,32
18,92
13,25
27,23
28,20
17,72
20,95
16,72
23,62
22,73
12,19
34,2
25,34
24,51
19,91
9,2
33,1
36,1
15,51
29,15
32,3
14,42
11,10
10,9
31,3
8,1
7,3
21,85
25,46
14,45
16,58
11,8
13,28
19,78
34,3
20,78
23,80
22,80
24,62
27,30
32,3
29,20
15,48
17,72
26,38
18,75
30,7
31,10
28,21
33,2
12,10
10,5
9,6
7,1
8,1
29,15
19,86
20,84
21,85
24,60
23,62
17,82
18,90
28,23
12,18
22,78
16,60
25,60
26,30
15,39
14,37
27,25
13,21
31,8
8,2
36,1
30,8
34,2
32,4
11,12
10,3
9,3
7,1
33,1
17,81
19,107
18,81
20,76
29,15
24,52
21,85
23,63
16,70
22,89
25,46
14,39
13,27
15,57
26,29
31,2
27,11
10,7
12,20
28,18
11,13
30,4
34,2
33,2
35,1
32,1
9,2
18,86
20,99
15,54
26,40
17,81
16,58
21,68
24,53
23,71
22,81
27,23
28,24
32,2
14,44
19,90
25,44
11,7
10,6
29,14
13,27
31,4
12,15
30,5
33,1
9,1
7,1
8,1
19,87
20,97
14,27
26,32
23,63
21,101
16,47
17,91
15,62
24,57
28,13
12,18
11,11
22,76
25,30
18,80
29,20
27,27
13,23
31,5
30,8
9,4
35,1
10,10
34,1
32,5
38,1
33,1
8,2
18,90
22,75
21,97
19,75
20,97
17,73
24,57
16,63
26,21
12,19
25,38
23,70
29,19
14,36
31,4
9,1
13,35
15,57
28,19
10,4
27,21
32,4
30,6
8,3
33,2
11,13
35,1
11,11
23,54
18,71
24,63
34,1
19,85
14,57
22,85
16,74
21,79
26,32
30,10
10,7
17,87
25,51
20,90
27,24
13,21
15,32
9,6
28,15
29,11
12,23
32,3
31,5
33,1
6,1
7,1
20,86
31,6
19,96
21,88
22,78
18,83
23,73
29,8
28,20
14,38
16,74
30,8
17,68
25,47
24,50
26,39
27,22
13,15
15,60
32,3
10,6
34,1
12,12
8,1
11,10
42,1
9,4
33,1
7,1
5,1
18,70
20,86
26,29
27,28
19,90
16,79
21,95
22,68
29,9
25,32
15,57
17,89
24,52
14,43
13,36
23,63
28,9
12,29
10,5
11,13
30,9
9,4
31,2
33,2
8,1
17,69
19,76
25,48
13,32
26,38
22,73
24,65
23,70
20,82
27,28
18,72
21,91
16,68
28,16
15,60
14,39
12,19
31,5
30,8
34,2
29,12
10,9
32,3
9,3
11,10
33,1
7,1
18,98
23,68
14,39
22,74
24,58
25,39
17,66
27,30
19,84
26,26
15,64
20,84
21,83
13,33
28,14
16,68
29,14
11,13
31,6
6,1
30,2
12,22
10,4
32,2
9,4
35,1
34,1
8,1
33,1
14,39
16,63
24,55
19,107
11,12
32,4
21,111
20,76
22,70
26,38
18,65
23,58
29,10
25,48
28,12
12,17
17,76
30,12
15,62
33,2
13,33
27,15
31,1
10,8
9,4
34,1
7,1
15,53
21,85
23,60
26,35
20,96
28,15
22,75
16,68
18,94
19,97
25,49
27,26
17,70
24,56
13,24
30,6
12,22
14,32
29,10
11,9
31,5
8,4
32,2
34,2
9,1
35,2
33,1
10,1
25,36
17,79
24,52
23,76
22,90
20,91
19,88
16,73
21,73
28,13
26,35
15,65
29,11
18,72
14,32
30,5
27,25
12,15
11,15
13,26
10,9
33,6
31,3
32,4
6,1
9,4
7,1
