34,302
27,780
28,690
32,440
20,360
29,659
31,502
24,707
19,278
26,757
23,664
21,443
30,533
39,59
22,544
25,759
33,340
35,219
36,130
38,68
37,123
18,209
41,24
15,51
14,35
17,133
40,38
16,85
42,16
44,4
13,12
48,2
43,7
12,8
11,7
47,3
45,3
50,1
10,4
46,1
24,716
30,581
25,721
34,279
23,645
26,781
31,518
27,755
29,670
28,732
36,155
39,70
21,445
33,338
22,509
19,289
35,239
37,105
20,384
45,1
40,43
32,408
18,187
17,142
13,15
16,64
38,86
43,8
41,21
15,35
44,6
42,7
46,4
14,27
12,6
11,4
10,3
49,1
25,804
33,358
28,716
22,586
32,409
20,388
18,194
23,678
36,128
35,187
19,250
27,749
31,494
30,610
24,678
26,744
38,74
16,78
29,703
34,249
21,450
41,22
37,103
40,27
39,55
14,41
15,39
17,129
12,9
42,8
43,9
44,4
45,1
48,1
13,16
11,5
10,3
46,1
28,753
25,749
23,558
30,589
26,772
22,572
20,372
33,354
29,645
21,456
37,111
32,427
24,704
35,210
39,67
27,775
36,130
31,513
16,76
34,279
18,182
14,32
17,140
19,277
15,49
46,5
41,24
38,73
13,20
40,35
43,13
42,17
12,7
44,5
49,1
45,1
10,4
11,3
26,763
24,727
23,643
32,421
29,685
38,82
14,28
27,746
34,249
31,545
25,738
30,565
36,148
35,192
39,56
22,577
20,368
18,207
28,723
40,30
21,449
17,117
37,111
43,8
42,14
33,329
45,4
19,283
41,27
16,85
13,13
15,44
12,10
46,6
44,2
10,2
48,1
11,2
25,796
34,262
33,327
27,742
21,415
35,194
24,745
30,581
31,504
29,683
26,766
38,70
22,559
28,706
36,152
19,294
39,62
41,23
23,618
32,437
20,339
18,217
16,81
40,35
37,94
43,10
15,52
17,150
44,2
42,14
14,31
48,4
46,1
12,9
45,1
13,20
50,1
10,2
49,1
23,656
31,499
30,587
22,559
24,706
39,48
33,324
21,465
32,429
28,707
40,24
35,191
20,361
29,682
18,182
25,736
43,8
27,791
26,803
17,125
38,66
19,293
15,55
34,256
36,153
41,22
37,100
14,31
16,83
13,25
44,7
45,2
42,11
12,4
11,7
46,1
47,1
31,485
33,320
27,757
26,790
24,676
32,432
30,577
28,697
29,685
23,702
25,776
38,74
19,291
36,133
34,249
35,219
18,178
22,535
43,13
40,35
21,483
20,362
37,113
16,78
14,32
17,148
39,40
41,17
15,51
44,4
42,16
13,15
45,2
10,3
48,1
11,2
12,7
9,1
46,1
24,674
37,112
33,352
26,831
27,760
25,760
31,532
29,650
28,701
34,248
35,186
23,639
19,284
22,598
17,158
39,45
36,152
9,1
32,401
38,65
21,464
42,9
20,357
30,593
40,32
16,79
41,12
10,2
45,3
18,171
15,49
47,1
43,9
12,5
14,35
11,6
44,7
13,13
46,3
8,1
17,117
28,714
26,780
39,52
21,405
35,194
32,433
30,585
33,373
20,377
23,647
40,31
25,775
24,665
29,707
27,756
37,109
34,259
38,75
36,143
31,488
19,285
22,563
18,202
16,87
43,11
45,5
42,21
41,23
15,44
46,4
14,29
13,19
44,7
12,9
48,1
49,1
47,1
11,2
10,1
41,24
29,661
34,280
25,755
30,611
27,795
23,694
35,188
17,132
26,755
33,346
32,397
24,670
19,259
22,542
47,1
28,749
18,193
16,85
31,482
21,458
39,49
37,118
40,36
12,10
20,342
14,31
36,146
38,76
42,14
44,7
15,56
13,18
43,11
9,1
45,1
46,2
11,3
8,1
10,1
33,351
28,744
23,567
34,280
25,701
37,110
32,434
40,23
27,777
26,756
35,201
30,595
22,565
21,460
31,514
29,643
24,740
38,80
36,149
16,92
18,212
39,51
20,372
19,263
14,25
41,21
17,153
11,5
42,10
45,3
15,64
43,4
12,8
44,8
46,2
13,15
48,1
47,1
29,626
25,747
33,349
39,52
24,698
26,780
28,759
22,534
18,183
31,536
20,357
40,25
21,451
34,274
27,785
23,679
37,118
36,158
30,584
16,86
14,27
19,242
32,427
42,9
41,21
35,225
17,117
38,67
15,44
45,4
43,6
44,2
13,13
12,7
48,1
47,1
46,1
11,4
10,1
29,704
33,336
28,737
35,207
34,254
25,767
30,593
15,48
21,461
19,316
26,754
31,508
40,25
24,726
32,376
27,779
22,549
23,618
36,153
20,384
37,101
39,56
13,20
38,66
17,127
16,83
41,23
44,3
42,9
18,168
14,29
43,8
45,4
48,1
12,4
11,3
27,738
32,411
36,147
29,645
18,200
23,667
38,76
31,513
25,816
21,434
22,525
30,568
28,775
24,723
37,123
34,260
19,262
40,45
15,46
26,781
33,357
20,337
16,84
35,192
17,128
42,13
11,3
39,46
41,21
47,1
46,1
13,12
43,9
44,5
14,20
12,11
45,1
48,2
10,2
22,532
30,651
28,764
33,349
29,695
38,79
32,366
25,760
20,357
24,768
26,736
40,29
27,758
36,157
17,130
18,184
37,101
23,606
21,435
34,283
31,500
35,195
16,82
19,279
15,46
42,16
41,26
39,55
13,8
14,30
48,2
43,7
44,3
12,4
45,2
50,1
11,2
9,2
30,622
25,710
32,399
29,675
33,358
31,537
24,719
28,772
26,767
27,763
34,260
15,52
23,644
20,335
21,488
22,541
35,182
39,54
38,82
36,159
40,30
19,265
41,18
43,4
42,12
37,100
17,131
18,190
16,84
44,5
14,17
13,16
45,2
12,4
46,2
9,1
24,660
27,735
28,736
29,658
21,427
23,684
31,529
32,433
20,373
33,335
37,113
45,2
30,562
38,68
34,272
25,758
26,765
43,12
17,155
19,261
35,205
22,598
14,32
36,148
41,24
39,53
18,175
15,52
42,18
16,91
13,18
40,33
44,1
46,2
47,1
48,1
12,7
11,2
10,1
18,219
29,669
25,784
26,825
32,428
36,141
19,266
20,346
27,760
34,263
28,712
30,554
31,472
21,468
33,315
24,707
16,82
23,657
22,581
35,182
43,15
37,106
17,129
41,22
39,52
38,76
46,3
15,51
40,32
14,24
45,5
42,22
13,12
48,1
44,4
47,1
12,5
9,1
11,6
10,1
7,1
24,748
33,341
25,753
31,499
28,731
29,714
36,166
34,248
30,569
27,766
22,582
21,489
37,92
26,774
23,671
19,244
32,400
35,191
18,196
39,52
20,341
42,11
40,30
16,77
17,107
38,73
43,7
15,47
14,28
41,19
13,13
46,3
12,8
45,2
44,3
47,1
11,4
