1,817
865,1
3,35
2,131
5,4
4,8
7,1
8,2
6,1
1,850
871,1
2,115
4,5
6,1
3,24
5,3
13,1
1,842
867,1
2,113
3,22
4,11
5,4
6,4
7,2
9,1
1,845
864,1
2,110
8,1
4,6
19,1
3,27
9,2
5,4
7,2
6,1
1,836
854,1
7,4
4,13
6,3
3,26
2,110
5,5
11,1
14,1
1,835
872,1
2,117
12,1
3,25
4,12
11,1
5,5
13,1
6,2
1,856
881,1
5,5
16,1
2,98
3,31
4,6
6,2
1,833
864,1
4,11
2,121
3,23
7,1
12,2
6,3
5,5
1,858
862,1
2,103
3,25
5,2
4,7
8,2
13,1
7,1
1,835
870,1
3,20
2,131
8,1
10,1
4,8
5,2
6,1
1,835
865,1
3,22
2,125
7,1
6,1
5,4
4,10
9,1
1,850
878,1
2,121
3,21
4,3
10,1
5,2
6,1
1,828
878,1
4,9
3,35
2,122
6,2
5,2
15,1
1,829
862,1
3,28
8,3
4,10
2,125
7,3
6,1
2,148
859,1
1,808
6,5
3,27
4,7
5,2
12,1
7,1
1,877
897,1
2,91
6,1
3,23
4,5
5,2
1,844
869,1
3,20
2,120
7,2
4,7
12,1
5,2
6,2
8,1
1,835
877,1
3,32
2,122
4,5
12,1
5,3
9,1
1,829
842,1
2,122
12,1
3,30
4,12
10,1
8,2
5,2
1,824
853,1
8,2
3,36
2,120
4,13
6,1
11,1
5,2
