1,83459
3,2791
86054,1
8,57
2,12033
9,52
7,93
15,13
6,172
5,330
4,887
10,32
16,6
12,14
14,9
34,1
41,1
13,6
11,15
19,2
17,7
30,1
47,1
18,2
26,1
20,3
22,1
42,1
21,3
40,1
24,1
23,3
31,1
1,83213
3,2739
85895,1
2,12290
4,884
6,183
16,2
43,1
7,95
5,349
9,50
23,1
13,14
19,5
8,56
11,23
14,10
15,9
10,33
44,2
29,4
20,3
46,1
32,1
26,1
27,1
21,2
22,1
24,2
25,1
31,1
18,4
28,1
12,11
17,2
33,2
39,1
71,1
85940,1
2,11954
1,83481
3,2803
10,28
4,900
6,178
12,15
7,105
5,363
11,17
9,43
8,56
21,2
61,1
16,8
26,3
68,1
15,3
33,3
57,1
23,2
42,1
17,3
28,2
13,7
31,1
35,1
36,1
20,3
34,1
24,2
19,4
39,1
14,4
18,1
1,83496
85697,1
2,11876
3,2845
4,937
5,347
7,89
9,42
15,10
6,169
62,1
11,13
10,26
8,68
12,20
20,1
70,1
16,4
19,5
238,1
63,1
14,9
39,1
29,1
21,4
50,1
13,13
24,2
17,5
23,4
36,1
25,1
41,1
28,1
18,3
86169,1
2,11954
1,83588
4,869
6,187
3,2705
5,377
11,17
10,28
9,39
7,93
14,15
8,58
66,1
17,7
24,1
15,5
21,2
23,5
13,10
19,2
25,2
12,15
35,1
20,2
16,7
18,2
63,1
22,1
38,1
32,2
28,2
85991,1
2,12074
1,83367
3,2762
11,13
4,925
5,357
10,28
6,197
41,1
7,93
35,1
14,7
8,60
24,2
12,14
15,8
9,41
30,1
16,5
44,1
28,2
21,1
202,1
13,9
38,1
22,2
23,2
34,1
48,1
36,1
65,1
17,3
26,1
29,1
18,6
19,4
31,2
20,2
32,1
85913,1
2,11966
1,83528
8,53
3,2729
5,353
6,223
7,109
4,872
115,1
10,29
9,34
13,10
14,7
19,6
30,2
52,1
28,1
11,21
16,6
12,17
15,6
18,3
21,4
31,2
22,2
42,1
20,5
33,1
32,1
24,3
25,2
17,1
86017,1
2,11979
1,83510
8,47
9,32
3,2828
4,845
5,358
7,85
17,7
6,190
29,2
15,12
65,1
12,17
26,2
19,3
21,3
62,1
11,16
13,6
10,20
14,7
31,3
68,1
16,6
23,4
33,2
129,1
69,1
41,1
22,3
18,2
24,2
27,1
25,1
85842,1
1,83360
2,12138
15,6
4,838
5,364
3,2782
8,81
10,28
21,3
24,2
9,30
6,182
7,101
28,2
14,8
157,1
39,2
12,10
16,4
19,2
13,8
96,1
34,1
11,16
26,4
17,5
65,1
20,6
27,3
29,2
18,1
32,1
30,2
57,1
38,1
22,1
31,1
1,83554
3,2634
86303,1
2,12086
4,856
16,9
9,39
6,166
7,99
5,364
8,71
45,1
11,16
12,26
10,31
106,1
42,1
63,1
19,3
13,8
30,2
22,3
37,1
38,2
28,4
15,4
20,2
17,7
26,1
27,1
14,5
21,1
86057,1
1,83470
9,46
2,11995
5,358
3,2762
4,919
20,2
6,183
10,22
11,20
7,87
8,65
12,19
55,1
27,1
15,7
78,1
19,2
18,3
13,10
21,1
14,6
16,5
31,2
23,2
77,1
49,1
24,2
26,1
36,1
22,1
17,2
38,1
85567,1
1,83088
2,12232
5,398
3,2816
4,938
62,1
11,19
8,62
13,15
9,42
7,103
41,1
31,1
6,175
10,35
15,4
16,9
64,1
19,5
18,4
25,4
46,2
35,1
113,1
58,1
26,1
14,10
17,4
12,15
23,2
28,1
21,4
20,1
27,3
86109,1
1,83569
2,11963
8,61
4,929
13,9
5,330
12,13
3,2714
6,188
7,86
55,1
9,40
21,5
17,2
71,1
15,6
10,22
35,1
18,4
32,1
33,1
14,12
22,5
16,8
20,1
11,12
93,1
25,2
43,1
66,1
45,1
24,2
36,1
34,1
28,1
39,2
23,2
85976,1
3,2768
2,12055
1,83401
7,96
