1000,4
6000,4
11000,4
16000,4
21000,5
26000,4
31000,5
36000,5
41000,4
46000,5
51000,4
56000,4
61000,5
66000,5
71000,5
76000,5
81000,5
86000,5
91000,5
96000,5
101000,5
106000,5
111000,5
116000,5
121000,5
126000,5
131000,5
136000,5
141000,5
146000,5
151000,5
156000,5
161000,5
166000,5
171000,5
176000,5
181000,5
186000,5
191000,5
196000,5
201000,5
206000,5
211000,5
216000,5
221000,5
226000,5
231000,5
236000,5
241000,5
246000,5
251000,5
256000,5
261000,5
266000,5
271000,5
276000,5
281000,5
286000,5
291000,5
